Dia;Temperatura_C;Umidade_RH;Maquina
28;10,8;55,0;RS1-070
28;11,5;55,5;RS1-070
28;11,3;53,5;RS1-070
28;12,0;52,5;RS1-070
28;11,4;55,0;RS1-070
27;11,2;57,5;RS1-080
27;11,5;58,5;RS1-080
27;11,4;60,5;RS1-080
27;11,5;59,0;RS1-080
27;11,6;59,5;RS1-080
27;12,0;59,0;RS1-080
27;11,8;59,5;RS1-080
27;11,2;59,5;RS1-080
27;10,9;60,5;RS1-080
27;11,4;59,0;RS1-080
27;12,2;57,0;RS1-080
27;12,3;58,0;RS1-080
27;12,3;59,0;RS1-080
27;11,1;60,5;RS1-080
27;12,1;57,5;RS1-080
27;12,3;57,0;RS1-080
27;12,1;58,0;RS1-080
27;11,5;58,0;RS1-080
27;12,4;59,0;RS1-080
27;10,9;60,5;RS1-080
27;10,6;61,5;RS1-080
27;11,0;60,0;RS1-080
27;11,4;58,0;RS1-080
27;11,3;59,0;RS1-080
27;12,0;61,0;RS1-080
27;10,9;61,0;RS1-080
27;11,3;59,5;RS1-080
27;11,2;59,0;RS1-080
27;11,2;59,0;RS1-080
27;11,4;58,0;RS1-080
27;12,0;58,5;RS1-080
27;11,2;60,0;RS1-080
27;10,9;59,0;RS1-080
28;11,1;57,0;RS1-080
28;11,8;56,0;RS1-080
28;11,4;57,0;RS1-080
28;12,3;59,0;RS1-080
28;10,4;59,5;RS1-080
28;11,1;58,0;RS1-080
28;11,1;57,5;RS1-080
28;10,9;58,5;RS1-080
28;11,0;57,5;RS1-080
28;12,1;57,5;RS1-080
28;10,9;59,0;RS1-080
28;10,8;58,5;RS1-080
28;10,9;57,5;RS1-080
28;11,6;56,0;RS1-080
28;11,4;56,5;RS1-080
27;10,7;58,0;RS1-090
27;11,3;58,0;RS1-090
27;11,2;59,0;RS1-090
27;10,9;59,0;RS1-090
27;10,9;59,5;RS1-090
27;11,3;59,0;RS1-090
27;11,4;57,5;RS1-090
27;11,4;58,0;RS1-090
27;11,0;59,0;RS1-090
27;10,9;59,5;RS1-090
27;11,5;57,0;RS1-090
27;11,4;57,5;RS1-090
27;11,3;59,0;RS1-090
27;11,1;59,5;RS1-090
27;11,2;58,0;RS1-090
27;11,2;58,0;RS1-090
27;11,2;58,0;RS1-090
27;11,2;58,5;RS1-090
27;11,4;57,5;RS1-090
27;11,3;58,5;RS1-090
27;10,4;61,0;RS1-090
27;10,3;60,5;RS1-090
27;11,1;58,0;RS1-090
27;10,7;58,0;RS1-090
27;10,7;59,0;RS1-090
27;10,9;59,5;RS1-090
27;10,7;59,5;RS1-090
27;10,6;59,5;RS1-090
27;10,6;59,0;RS1-090
27;10,8;59,0;RS1-090
27;11,2;57,0;RS1-090
27;10,4;58,5;RS1-090
27;10,2;60,0;RS1-090
28;10,6;59,0;RS1-090
28;10,9;56,5;RS1-090
28;11,2;56,0;RS1-090
28;10,7;57,0;RS1-090
28;10,3;58,5;RS1-090
28;10,4;58,0;RS1-090
28;10,3;58,0;RS1-090
28;10,3;58,0;RS1-090
28;10,3;58,5;RS1-090
28;11,1;56,5;RS1-090
28;10,7;56,5;RS1-090
28;10,1;59,0;RS1-090
28;10,2;59,0;RS1-090
28;10,8;56,0;RS1-090
28;11,2;55,5;RS1-090
28;10,7;57,0;RS1-090
27;11,3;55,2;RS1-180
27;11,2;55,0;RS1-180
27;11,5;54,1;RS1-180
27;12,0;54,8;RS1-180
27;11,5;56,0;RS1-180
27;11,6;56,1;RS1-180
27;11,6;57,0;RS1-180
27;11,9;56,4;RS1-180
27;11,8;56,2;RS1-180
27;11,4;56,6;RS1-180
27;11,9;56,1;RS1-180
27;11,6;57,7;RS1-180
27;11,7;58,5;RS1-180
27;11,1;59,7;RS1-180
27;10,7;59,1;RS1-180
27;11,3;57,9;RS1-180
27;11,2;58,4;RS1-180
27;11,2;58,0;RS1-180
27;11,7;57,6;RS1-180
27;11,5;59,4;RS1-180
27;11,4;58,5;RS1-180
27;11,6;58,2;RS1-180
27;12,0;55,8;RS1-180
27;11,1;58,9;RS1-180
27;11,4;57,3;RS1-180
27;10,9;59,7;RS1-180
27;10,8;59,4;RS1-180
27;10,8;59,1;RS1-180
27;11,4;57,6;RS1-180
27;11,9;56,0;RS1-180
27;11,5;57,2;RS1-180
27;10,9;60,0;RS1-180
27;11,2;57,8;RS1-180
28;11,2;56,9;RS1-180
28;11,7;55,0;RS1-180
28;11,8;55,2;RS1-180
28;11,1;56,5;RS1-180
28;10,8;58,2;RS1-180
28;10,3;59,1;RS1-180
28;11,0;57,0;RS1-180
28;11,2;55,8;RS1-180
28;11,5;55,6;RS1-180
28;11,6;56,1;RS1-180
28;10,9;58,1;RS1-180
28;10,9;56,8;RS1-180
28;11,3;55,8;RS1-180
28;11,5;54,7;RS1-180
28;11,9;53,4;RS1-180
28;11,3;54,7;RS1-180
27;11,4;56,9;RS1-190
27;12,0;57,2;RS1-190
27;11,9;57,2;RS1-190
27;11,8;57,6;RS1-190
27;11,6;58,5;RS1-190
27;12,0;56,9;RS1-190
27;12,0;57,3;RS1-190
27;12,2;57,4;RS1-190
27;11,8;57,1;RS1-190
27;11,7;57,3;RS1-190
27;12,1;55,4;RS1-190
27;12,0;56,7;RS1-190
27;12,0;57,6;RS1-190
27;11,8;59,3;RS1-190
27;11,4;58,0;RS1-190
27;11,7;56,7;RS1-190
27;11,9;57,1;RS1-190
27;11,9;57,1;RS1-190
27;11,9;57,8;RS1-190
27;12,0;57,8;RS1-190
27;11,3;59,1;RS1-190
27;11,0;58,6;RS1-190
27;11,7;56,2;RS1-190
27;11,4;57,2;RS1-190
27;11,4;57,9;RS1-190
27;11,5;59,0;RS1-190
27;11,2;59,3;RS1-190
27;11,2;58,0;RS1-190
27;11,2;57,4;RS1-190
27;11,4;57,1;RS1-190
27;11,7;56,1;RS1-190
27;11,3;58,5;RS1-190
27;10,9;58,4;RS1-190
28;11,1;57,3;RS1-190
28;11,4;55,4;RS1-190
28;11,7;54,4;RS1-190
28;11,4;56,3;RS1-190
28;11,1;57,8;RS1-190
28;10,7;57,7;RS1-190
28;10,9;56,4;RS1-190
28;10,9;56,6;RS1-190
28;11,1;56,6;RS1-190
28;11,6;55,3;RS1-190
28;11,4;57,0;RS1-190
28;10,7;57,7;RS1-190
28;10,9;57,3;RS1-190
28;11,1;54,9;RS1-190
28;11,7;53,9;RS1-190
28;11,3;56,1;RS1-190
27;11,2;57,0;RS1-002
27;10,9;59,0;RS1-002
27;10,7;59,5;RS1-002
27;11,1;61,0;RS1-002
27;11,4;58,5;RS1-002
27;10,9;60,0;RS1-002
27;10,8;60,5;RS1-002
27;11,2;63,0;RS1-002
27;11,9;58,5;RS1-002
27;11,3;57,0;RS1-002
27;10,6;59,5;RS1-002
27;11,2;61,5;RS1-002
27;11,0;58,5;RS1-002
27;10,5;60,0;RS1-002
27;10,3;60,0;RS1-002
27;10,8;62,5;RS1-002
27;11,0;58,5;RS1-002
27;10,3;59,5;RS1-002
27;10,4;60,0;RS1-002
27;10,7;62,5;RS1-002
27;11,7;58,0;RS1-002
27;11,7;56,0;RS1-002
27;11,8;55,5;RS1-002
27;11,8;58,5;RS1-002
27;10,7;59,0;RS1-002
27;10,2;59,0;RS1-002
27;10,2;59,0;RS1-002
28;10,7;61,0;RS1-002
28;11,8;57,0;RS1-002
28;11,9;54,5;RS1-002
28;11,7;55,0;RS1-002
28;11,4;58,0;RS1-002
28;11,4;57,0;RS1-002
28;11,8;54,5;RS1-002
28;11,8;54,0;RS1-002
28;11,9;55,0;RS1-002
28;10,8;57,0;RS1-002
28;10,2;58,5;RS1-002
28;11,1;58,0;RS1-002
28;11,1;56,5;RS1-002
28;11,7;56,5;RS1-002
28;11,1;54,5;RS1-002
28;10,8;56,5;RS1-002
28;11,2;57,0;RS1-002
28;11,8;57,0;RS1-002
28;11,8;55,5;RS1-002
28;11,8;55,5;RS1-002
28;11,9;58,5;RS1-002
28;12,5;57,0;RS1-002
28;12,3;57,0;RS1-002
27;12,0;58,5;
27;11,4;58,5;
27;11,3;58,5;
27;11,2;59,0;
27;12,2;58,0;
27;11,6;58,5;
27;11,6;59,0;
27;11,2;60,0;
27;11,7;59,0;
27;11,6;58,5;RS1-1010
27;11,3;58,5;RS1-1010
27;11,2;58,5;RS1-1010
27;11,7;58,5;RS1-1010
27;11,1;59,5;RS1-1010
27;10,9;59,5;RS1-1010
27;11,0;60,0;RS1-1010
27;11,5;58,5;RS1-1010
27;10,9;59,5;RS1-1010
27;10,9;60,5;RS1-1010
27;10,8;60,5;RS1-1010
27;11,6;58,5;RS1-1010
27;11,5;57,5;RS1-1010
27;11,7;56,5;RS1-1010
27;11,7;57,0;RS1-1010
27;11,7;58,0;RS1-1010
27;10,9;58,5;RS1-1010
27;10,6;59,0;RS1-1010
28;10,6;59,0;RS1-1010
28;11,9;58,0;RS1-1010
28;11,6;56,0;RS1-1010
28;11,2;58,0;RS1-1010
28;11,0;58,5;RS1-1010
28;11,5;58,0;RS1-1010
28;11,5;57,0;RS1-1010
28;11,7;55,5;RS1-1010
28;11,8;56,5;RS1-1010
28;12,1;57,5;RS1-1010
28;10,8;57,5;RS1-1010
28;10,6;58,5;RS1-1010
28;10,7;58,5;RS1-1010
28;11,9;57,5;RS1-1010
28;11,2;56,0;RS1-1010
28;10,7;58,0;RS1-1010
28;10,6;58,5;RS1-1010
28;11,7;58,0;RS1-1010
28;11,2;58,5;RS1-1010
28;11,2;58,5;RS1-1010
28;11,3;59,0;RS1-1010
28;12,0;59,0;RS1-1010
28;11,7;59,0;RS1-1010
27;12,1;57,5;RS1-020
27;11,9;57,0;RS1-020
27;11,8;57,0;RS1-020
27;11,7;57,0;RS1-020
27;11,8;56,5;RS1-020
27;12,0;58,0;RS1-020
27;11,7;58,0;RS1-020
27;11,4;58,5;RS1-020
27;11,5;59,5;RS1-020
27;11,9;57,5;RS1-020
27;11,3;57,5;RS1-020
27;11,6;55,5;RS1-020
27;12,0;55,0;RS1-020
27;12,0;55,5;RS1-020
27;11,6;55,0;RS1-020
27;11,6;56,5;RS1-020
27;11,8;55,5;RS1-020
27;11,7;55,5;RS1-020
27;11,7;55,5;RS1-020
27;11,3;56,5;RS1-020
27;11,3;56,5;RS1-020
27;11,5;56,0;RS1-020
27;11,6;55,0;RS1-020
27;11,7;55,0;RS1-020
27;12,0;55,5;RS1-020
27;11,6;55,5;RS1-020
27;11,3;55,5;RS1-020
28;11,3;55,5;RS1-020
28;11,7;54,5;RS1-020
28;11,8;53,5;RS1-020
28;11,8;54,0;RS1-020
28;11,4;55,0;RS1-020
28;11,2;55,0;RS1-020
28;11,4;54,5;RS1-020
28;11,5;54,0;RS1-020
28;11,6;54,0;RS1-020
28;12,1;55,0;RS1-020
28;11,7;55,0;RS1-020
28;11,2;54,5;RS1-020
28;11,3;54,5;RS1-020
28;11,6;54,0;RS1-020
28;12,1;55,0;RS1-020
28;11,9;54,0;RS1-020
28;11,9;54,0;RS1-020
28;11,9;54,5;RS1-020
28;12,0;54,5;RS1-020
28;12,0;54,5;RS1-020
28;12,2;54,5;RS1-020
28;12,5;56,0;RS1-020
28;12,2;56,0;RS1-020
27;11,8;55,5;RS1-030
27;12,2;55,5;RS1-030
27;11,9;55,0;RS1-030
27;11,4;55,5;RS1-030
27;11,9;55,0;RS1-030
27;11,9;58,0;RS1-030
27;11,4;58,0;RS1-030
27;10,7;59,5;RS1-030
27;11,7;57,5;RS1-030
27;12,0;56,0;RS1-030
27;10,8;58,0;RS1-030
27;11,1;57,5;RS1-030
27;11,6;57,0;RS1-030
27;11,4;58,0;RS1-030
27;11,3;56,5;RS1-030
27;11,4;57,0;RS1-030
27;11,7;56,0;RS1-030
27;10,9;57,0;RS1-030
27;11,3;56,0;RS1-030
27;11,2;57,0;RS1-030
27;11,4;56,5;RS1-030
27;11,8;55,0;RS1-030
27;12,0;54,5;RS1-030
27;11,9;54,5;RS1-030
27;11,8;56,0;RS1-030
27;10,9;57,5;RS1-030
27;92,2;0,0;RS1-030
28;11,2;55,5;RS1-030
28;11,9;54,5;RS1-030
28;11,8;53,0;RS1-030
28;11,4;54,5;RS1-030
28;11,4;55,5;RS1-030
28;11,2;55,5;RS1-030
28;11,6;54,5;RS1-030
28;11,7;54,5;RS1-030
28;11,7;54,5;RS1-030
28;11,9;55,0;RS1-030
28;10,8;56,5;RS1-030
28;11,1;55,0;RS1-030
28;11,3;54,5;RS1-030
28;11,5;54,5;RS1-030
28;12,3;52,5;RS1-030
28;11,4;54,0;RS1-030
28;11,5;55,0;RS1-030
28;11,5;55,0;RS1-030
28;12,2;54,5;RS1-030
28;12,0;54,5;RS1-030
28;12,1;54,5;RS1-030
27;11,5;57,0;RS1-040
27;11,9;57,5;RS1-040
27;12,0;56,0;RS1-040
27;11,6;56,5;RS1-040
27;11,5;57,0;RS1-040
27;11,3;59,5;RS1-040
27;11,2;59,0;RS1-040
27;10,6;61,0;RS1-040
27;10,8;60,0;RS1-040
27;11,1;59,0;RS1-040
27;10,9;58,5;RS1-040
27;11,1;58,0;RS1-040
27;11,1;57,5;RS1-040
27;11,1;59,0;RS1-040
27;10,9;58,5;RS1-040
27;11,2;60,5;RS1-040
27;11,3;57,5;RS1-040
27;10,7;58,5;RS1-040
27;10,8;57,0;RS1-040
27;10,5;60,5;RS1-040
27;10,5;60,0;RS1-040
27;10,7;59,5;RS1-040
27;11,0;58,0;RS1-040
27;11,2;57,5;RS1-040
27;10,9;58,0;RS1-040
27;10,5;60,0;RS1-040
27;10,4;59,0;RS1-040
28;10,4;58,5;RS1-040
28;10,8;57,0;RS1-040
28;11,0;56,5;RS1-040
28;10,7;56,0;RS1-040
28;10,3;59,0;RS1-040
28;10,1;59,0;RS1-040
28;10,5;57,5;RS1-040
28;10,7;57,0;RS1-040
28;10,8;57,0;RS1-040
28;11,2;56,5;RS1-040
28;10,4;59,0;RS1-040
28;10,5;58,0;RS1-040
28;10,6;57,5;RS1-040
28;10,7;56,5;RS1-040
28;11,7;55,5;RS1-040
28;11,3;56,0;RS1-040
28;11,5;56,0;RS1-040
28;11,5;56,5;RS1-040
28;11,8;57,0;RS1-040
28;11,6;56,0;RS1-040
28;11,7;56,0;RS1-040
28;11,7;57,0;RS1-040
28;11,5;58,5;RS1-040
27;11,3;59,0;RS1-050
27;11,5;58,5;RS1-050
27;11,8;56,5;RS1-050
27;11,1;59,0;RS1-050
27;11,6;57,0;RS1-050
27;11,2;60,0;RS1-050
27;11,7;59,0;RS1-050
27;11,0;61,0;RS1-050
27;10,9;61,0;RS1-050
27;11,2;59,5;RS1-050
27;12,1;57,5;RS1-050
27;12,1;57,0;RS1-050
27;12,1;57,0;RS1-050
27;12,2;58,5;RS1-050
27;12,1;57,5;RS1-050
27;11,9;58,0;RS1-050
27;12,3;55,5;RS1-050
27;11,9;57,0;RS1-050
27;11,8;56,5;RS1-050
27;11,4;58,5;RS1-050
27;11,5;58,0;RS1-050
27;11,7;57,5;RS1-050
27;12,0;55,5;RS1-050
27;12,2;55,5;RS1-050
27;11,8;56,5;RS1-050
27;11,5;58,5;RS1-050
27;11,7;57,0;RS1-050
28;11,8;56,5;RS1-050
28;12,1;55,0;RS1-050
28;12,1;54,5;RS1-050
28;11,8;55,0;RS1-050
28;11,4;56,5;RS1-050
28;11,2;57,5;RS1-050
28;11,7;55,5;RS1-050
28;11,7;55,0;RS1-050
28;11,9;55,0;RS1-050
28;11,9;55,5;RS1-050
28;11,4;58,0;RS1-050
28;11,6;56,0;RS1-050
28;11,7;55,5;RS1-050
28;11,9;54,5;RS1-050
28;12,4;52,5;RS1-050
28;11,8;54,5;RS1-050
28;11,9;55,0;RS1-050
28;12,0;55,5;RS1-050
28;12,4;54,0;RS1-050
28;12,3;55,0;RS1-050
28;12,3;55,5;RS1-050
28;11,9;57,5;RS1-050
28;11,6;59,5;RS1-050
27;11,2;57,5;RS1-060
27;11,2;57,5;RS1-060
27;11,4;58,0;RS1-060
27;10,9;58,0;RS1-060
27;11,2;55,5;RS1-060
27;11,0;57,0;RS1-060
27;11,2;58,5;RS1-060
27;11,0;59,0;RS1-060
27;10,8;58,5;RS1-060
27;11,0;57,5;RS1-060
27;11,2;58,5;RS1-060
27;11,5;56,5;RS1-060
27;11,3;56,5;RS1-060
27;11,2;57,0;RS1-060
27;10,8;59,5;RS1-060
27;10,9;58,0;RS1-060
27;11,3;56,0;RS1-060
27;10,8;56,5;RS1-060
27;10,7;59,0;RS1-060
27;10,9;59,0;RS1-060
27;10,6;59,0;RS1-060
27;10,7;57,5;RS1-060
27;10,9;58,5;RS1-060
27;11,1;57,0;RS1-060
27;11,2;56,5;RS1-060
27;10,6;57,5;RS1-060
27;10,5;59,5;RS1-060
28;10,8;57,0;RS1-060
28;11,1;55,5;RS1-060
28;11,4;54,0;RS1-060
28;10,9;57,5;RS1-060
28;10,6;57,5;RS1-060
28;10,4;57,0;RS1-060
28;10,9;56,0;RS1-060
28;10,9;55,5;RS1-060
28;10,8;56,5;RS1-060
28;11,0;56,0;RS1-060
28;10,7;57,0;RS1-060
28;10,5;57,0;RS1-060
28;10,7;57,0;RS1-060
28;10,9;55,5;RS1-060
28;11,5;54,0;RS1-060
28;10,8;56,5;RS1-060
28;11,4;57,5;RS1-060
28;10,9;56,5;RS1-060
28;11,2;55,5;RS1-060
28;11,3;56,5;RS1-060
28;11,3;57,0;RS1-060
28;10,8;57,0;RS1-060
28;11,0;58,0;RS1-060
27;11,8;55,5;RS1-070
27;12,1;56,0;RS1-070
27;11,6;56,5;RS1-070
27;11,9;56,0;RS1-070
27;11,9;54,0;RS1-070
27;12,0;54,5;RS1-070
27;12,2;57,0;RS1-070
27;12,0;56,5;RS1-070
27;11,6;56,0;RS1-070
27;12,0;54,5;RS1-070
27;12,1;55,5;RS1-070
27;12,3;54,0;RS1-070
27;11,8;56,0;RS1-070
27;12,1;56,0;RS1-070
27;11,1;57,0;RS1-070
27;11,6;56,0;RS1-070
27;11,9;54,5;RS1-070
27;11,7;55,0;RS1-070
27;11,3;57,5;RS1-070
27;11,7;57,0;RS1-070
27;11,4;57,5;RS1-070
27;11,5;56,0;RS1-070
27;11,2;56,0;RS1-070
27;11,8;55,0;RS1-070
27;11,8;54,0;RS1-070
27;11,6;56,0;RS1-070
27;10,9;56,0;RS1-070
28;11,6;54,5;RS1-070
28;11,7;53,5;RS1-070
28;12,0;53,0;RS1-070
28;11,4;55,5;RS1-070
28;11,4;55,5;RS1-070
28;10,2;56,0;RS1-070
28;11,2;55,0;RS1-070
28;11,1;55,0;RS1-070
28;11,5;55,5;RS1-070
28;11,5;54,0;RS1-070
28;11,6;55,0;RS1-070
28;10,8;55,0;RS1-070
28;11,5;55,5;RS1-070
28;11,3;53,5;RS1-070
28;12,0;52,5;RS1-070
28;11,4;55,0;RS1-070
28;12,0;56,0;RS1-070
28;11,1;56,0;RS1-070
28;11,7;54,5;RS1-070
28;11,7;55,5;RS1-070
28;11,4;57,0;RS1-070
28;10,3;57,5;RS1-070
28;10,9;57,5;RS1-070
27;11,8;59,5;RS1-080
27;11,2;59,5;RS1-080
27;10,9;60,5;RS1-080
27;11,4;59,0;RS1-080
27;12,2;57,0;RS1-080
27;12,3;58,0;RS1-080
27;12,3;59,0;RS1-080
27;11,1;60,5;RS1-080
27;12,1;57,5;RS1-080
27;12,3;57,0;RS1-080
27;12,1;58,0;RS1-080
27;11,5;58,0;RS1-080
27;12,4;59,0;RS1-080
27;10,9;60,5;RS1-080
27;10,6;61,5;RS1-080
27;11,0;60,0;RS1-080
27;11,4;58,0;RS1-080
27;11,3;59,0;RS1-080
27;12,0;61,0;RS1-080
27;10,9;61,0;RS1-080
27;11,3;59,5;RS1-080
27;11,2;59,0;RS1-080
27;11,2;59,0;RS1-080
27;11,4;58,0;RS1-080
27;12,0;58,5;RS1-080
27;11,2;60,0;RS1-080
27;10,9;59,0;RS1-080
28;11,1;57,0;RS1-080
28;11,8;56,0;RS1-080
28;11,4;57,0;RS1-080
28;12,3;59,0;RS1-080
28;10,4;59,5;RS1-080
28;11,1;58,0;RS1-080
28;11,1;57,5;RS1-080
28;10,9;58,5;RS1-080
28;11,0;57,5;RS1-080
28;12,1;57,5;RS1-080
28;10,9;59,0;RS1-080
28;10,8;58,5;RS1-080
28;10,9;57,5;RS1-080
28;11,6;56,0;RS1-080
28;11,4;56,5;RS1-080
28;11,7;60,0;RS1-080
28;10,7;59,5;RS1-080
28;11,4;57,5;RS1-080
28;11,5;57,5;RS1-080
28;10,3;61,0;RS1-080
28;10,3;59,5;RS1-080
28;10,6;60,5;RS1-080
27;11,4;57,5;RS1-090
27;11,4;58,0;RS1-090
27;11,0;59,0;RS1-090
27;10,9;59,5;RS1-090
27;11,5;57,0;RS1-090
27;11,4;57,5;RS1-090
27;11,3;59,0;RS1-090
27;11,1;59,5;RS1-090
27;11,2;58,0;RS1-090
27;11,2;58,0;RS1-090
27;11,2;58,0;RS1-090
27;11,2;58,5;RS1-090
27;11,4;57,5;RS1-090
27;11,3;58,5;RS1-090
27;10,4;61,0;RS1-090
27;10,3;60,5;RS1-090
27;11,1;58,0;RS1-090
27;10,7;58,0;RS1-090
27;10,7;59,0;RS1-090
27;10,9;59,5;RS1-090
27;10,7;59,5;RS1-090
27;10,6;59,5;RS1-090
27;10,6;59,0;RS1-090
27;10,8;59,0;RS1-090
27;11,2;57,0;RS1-090
27;10,4;58,5;RS1-090
27;10,2;60,0;RS1-090
28;10,6;59,0;RS1-090
28;10,9;56,5;RS1-090
28;11,2;56,0;RS1-090
28;10,7;57,0;RS1-090
28;10,3;58,5;RS1-090
28;10,4;58,0;RS1-090
28;10,3;58,0;RS1-090
28;10,3;58,0;RS1-090
28;10,3;58,5;RS1-090
28;11,1;56,5;RS1-090
28;10,7;56,5;RS1-090
28;10,1;59,0;RS1-090
28;10,2;59,0;RS1-090
28;10,8;56,0;RS1-090
28;11,2;55,5;RS1-090
28;10,7;57,0;RS1-090
28;10,9;58,5;RS1-090
28;10,7;58,0;RS1-090
28;10,8;57,5;RS1-090
28;10,8;58,5;RS1-090
28;10,9;58,5;RS1-090
28;11,1;56,5;RS1-090
28;11,4;57,5;RS1-090
27;11,6;57,0;RS1-180
27;11,9;56,4;RS1-180
27;11,8;56,2;RS1-180
27;11,4;56,6;RS1-180
27;11,9;56,1;RS1-180
27;11,6;57,7;RS1-180
27;11,7;58,5;RS1-180
27;11,1;59,7;RS1-180
27;10,7;59,1;RS1-180
27;11,3;57,9;RS1-180
27;11,2;58,4;RS1-180
27;11,2;58,0;RS1-180
27;11,7;57,6;RS1-180
27;11,5;59,4;RS1-180
27;11,4;58,5;RS1-180
27;11,6;58,2;RS1-180
27;12,0;55,8;RS1-180
27;11,1;58,9;RS1-180
27;11,4;57,3;RS1-180
27;10,9;59,7;RS1-180
27;10,8;59,4;RS1-180
27;10,8;59,1;RS1-180
27;11,4;57,6;RS1-180
27;11,9;56,0;RS1-180
27;11,5;57,2;RS1-180
27;10,9;60,0;RS1-180
27;11,2;57,8;RS1-180
28;11,2;56,9;RS1-180
28;11,7;55,0;RS1-180
28;11,8;55,2;RS1-180
28;11,1;56,5;RS1-180
28;10,8;58,2;RS1-180
28;10,3;59,1;RS1-180
28;11,0;57,0;RS1-180
28;11,2;55,8;RS1-180
28;11,5;55,6;RS1-180
28;11,6;56,1;RS1-180
28;10,9;58,1;RS1-180
28;10,9;56,8;RS1-180
28;11,3;55,8;RS1-180
28;11,5;54,7;RS1-180
28;11,9;53,4;RS1-180
28;11,3;54,7;RS1-180
28;11,3;55,2;RS1-180
28;11,3;54,9;RS1-180
28;12,0;54,0;RS1-180
28;11,8;54,3;RS1-180
28;11,8;56,1;RS1-180
28;11,4;57,0;RS1-180
28;11,9;57,2;RS1-180
27;12,0;57,3;RS1-190
27;12,2;57,4;RS1-190
27;11,8;57,1;RS1-190
27;11,7;57,3;RS1-190
27;12,1;55,4;RS1-190
27;12,0;56,7;RS1-190
27;12,0;57,6;RS1-190
27;11,8;59,3;RS1-190
27;11,4;58,0;RS1-190
27;11,7;56,7;RS1-190
27;11,9;57,1;RS1-190
27;11,9;57,1;RS1-190
27;11,9;57,8;RS1-190
27;12,0;57,8;RS1-190
27;11,3;59,1;RS1-190
27;11,0;58,6;RS1-190
27;11,7;56,2;RS1-190
27;11,4;57,2;RS1-190
27;11,4;57,9;RS1-190
27;11,5;59,0;RS1-190
27;11,2;59,3;RS1-190
27;11,2;58,0;RS1-190
27;11,2;57,4;RS1-190
27;11,4;57,1;RS1-190
27;11,7;56,1;RS1-190
27;11,3;58,5;RS1-190
27;10,9;58,4;RS1-190
28;11,1;57,3;RS1-190
28;11,4;55,4;RS1-190
28;11,7;54,4;RS1-190
28;11,4;56,3;RS1-190
28;11,1;57,8;RS1-190
28;10,7;57,7;RS1-190
28;10,9;56,4;RS1-190
28;10,9;56,6;RS1-190
28;11,1;56,6;RS1-190
28;11,6;55,3;RS1-190
28;11,4;57,0;RS1-190
28;10,7;57,7;RS1-190
28;10,9;57,3;RS1-190
28;11,1;54,9;RS1-190
28;11,7;53,9;RS1-190
28;11,3;56,1;RS1-190
28;11,7;57,6;RS1-190
28;11,1;56,9;RS1-190
28;11,4;56,2;RS1-190
28;11,5;56,7;RS1-190
28;11,6;57,2;RS1-190
28;11,5;57,0;RS1-190
28;12,0;57,0;RS1-190
27;11,5;56,5;RS1-002
27;10,6;59,5;RS1-002
27;10,6;61,0;RS1-002
27;11,3;58,5;RS1-002
27;10,6;60,0;RS1-002
27;10,4;60,0;RS1-002
27;10,3;61,5;RS1-002
27;11,9;59,5;RS1-002
27;10,3;59,5;RS1-002
27;10,4;60,0;RS1-002
27;10,3;60,0;RS1-002
27;11,7;59,0;RS1-002
27;11,7;56,5;RS1-002
27;11,8;56,0;RS1-002
27;11,8;56,5;RS1-002
27;10,9;58,5;RS1-002
27;10,3;59,0;RS1-002
27;10,2;59,0;RS1-002
28;10,5;59,0;RS1-002
28;11,7;57,5;RS1-002
28;11,9;55,0;RS1-002
28;11,8;55,0;RS1-002
28;11,5;56,0;RS1-002
28;11,4;57,0;RS1-002
28;11,8;55,0;RS1-002
28;11,8;54,5;RS1-002
28;11,9;54,5;RS1-002
28;10,9;56,5;RS1-002
28;10,3;58,0;RS1-002
28;11,0;58,0;RS1-002
28;11,2;56,0;RS1-002
28;11,6;57,0;RS1-002
28;11,2;54,0;RS1-002
28;10,8;56,0;RS1-002
28;10,8;56,5;RS1-002
28;11,8;57,5;RS1-002
28;11,8;55,5;RS1-002
28;11,8;55,5;RS1-002
28;11,6;58,5;RS1-002
28;12,3;57,5;RS1-002
28;12,3;57,0;RS1-002
28;12,1;57,0;RS1-002
28;12,1;57,5;RS1-002
28;12,4;57,5;RS1-002
28;12,4;57,0;RS1-002
28;12,6;57,0;RS1-002
27;11,6;58,5;RS1-010
27;11,4;58,5;RS1-010
27;11,2;58,5;RS1-010
27;12,3;59,0;RS1-010
27;11,2;59,5;RS1-010
27;11,0;59,5;RS1-010
27;10,6;59,5;RS1-010
27;12,2;59,5;RS1-010
27;10,8;59,5;RS1-010
27;11,0;60,5;RS1-010
27;10,6;60,5;RS1-010
27;11,9;59,5;RS1-010
27;11,5;58,5;RS1-010
27;11,8;57,0;RS1-010
27;11,9;57,0;RS1-010
27;12,1;58,5;RS1-010
27;11,0;58,5;RS1-010
27;10,6;59,0;RS1-010
28;10,6;59,0;RS1-010
28;11,9;58,5;RS1-010
28;12,1;56,5;RS1-010
28;11,2;58,0;RS1-010
28;10,9;58,0;RS1-010
28;11,5;59,5;RS1-010
28;11,5;57,0;RS1-010
28;11,6;56,0;RS1-010
28;11,7;56,5;RS1-010
28;12,1;57,5;RS1-010
28;11,0;57,5;RS1-010
28;10,6;58,5;RS1-010
