Dia;Turno;Temperatura_C;Umidade_RH;Maquina
20;Turno 1;10,9;58,5;RS1-010
20;Turno 1;10,9;59,5;RS1-010
20;Turno 1;10,8;58;RS1-010
20;Turno 1;12;57,5;RS1-010
20;Turno 1;11;58;RS1-010
20;Turno 1;11;58,5;RS1-010
20;Turno 1;10,8;58,5;RS1-010
20;Turno 1;11,6;59;RS1-010
20;Turno 1;11,2;57;RS1-010
20;Turno 1;11;58;RS1-010
20;Turno 2;10,9;57,5;RS1-010
20;Turno 2;12;58;RS1-010
20;Turno 2;10,7;58,5;RS1-010
20;Turno 2;10,6;58,5;RS1-010
20;Turno 2;10,6;58;RS1-010
20;Turno 2;11,9;58;RS1-010
20;Turno 2;11,2;56;RS1-010
20;Turno 2;11,1;57;RS1-010
20;Turno 2;10,8;57;RS1-010
20;Turno 2;11,9;57,5;RS1-010
20;Turno 2;11,2;56,5;RS1-010
20;Turno 2;10,7;58;RS1-010
20;Turno 2;10,6;58;RS1-010
20;Turno 2;11,7;59;RS1-010
20;Turno 2;11,2;56,5;RS1-010
20;Turno 2;10,9;57,5;RS1-010
20;Turno 3;11,8;54;RS1-020
20;Turno 1;11,4;53,5;RS1-020
20;Turno 1;11,5;53,5;RS1-020
20;Turno 1;11,9;54,5;RS1-020
20;Turno 1;11,8;54;RS1-020
20;Turno 1;11,4;54;RS1-020
20;Turno 1;11,3;54;RS1-020
20;Turno 1;11,8;55,5;RS1-020
20;Turno 1;11,6;54,5;RS1-020
20;Turno 1;11,4;55;RS1-020
20;Turno 1;11,6;54,5;RS1-020
20;Turno 1;11,5;54;RS1-020
20;Turno 1;11,7;55;RS1-020
20;Turno 1;11,9;55,5;RS1-020
20;Turno 1;11,3;55,5;RS1-020
20;Turno 1;11,2;56,5;RS1-020
20;Turno 1;11,4;56,5;RS1-020
20;Turno 1;11,3;56;RS1-020
20;Turno 2;11,4;55,5;RS1-020
20;Turno 2;11,8;56,5;RS1-020
20;Turno 2;11;57,5;RS1-020
20;Turno 2;10,8;57;RS1-020
20;Turno 2;11,3;56;RS1-020
20;Turno 2;11,4;55,5;RS1-020
20;Turno 2;11,8;55,5;RS1-020
20;Turno 2;11,7;55,5;RS1-020
20;Turno 2;11,2;54,5;RS1-020
20;Turno 2;11,4;55,5;RS1-020
20;Turno 2;11,6;55,5;RS1-020
20;Turno 2;11;57;RS1-020
20;Turno 2;10,8;57;RS1-020
20;Turno 2;11,5;58;RS1-020
20;Turno 2;11,8;56;RS1-020
20;Turno 2;11,2;55;RS1-020
20;Turno 3;12,1;53,5;RS1-030
20;Turno 1;11,8;53;RS1-030
20;Turno 1;12,1;52,5;RS1-030
20;Turno 1;12;53,5;RS1-030
20;Turno 1;11,9;54;RS1-030
20;Turno 1;11,7;54,5;RS1-030
20;Turno 1;11,2;54,5;RS1-030
20;Turno 1;11,7;56;RS1-030
20;Turno 1;11,4;55;RS1-030
20;Turno 1;11,7;54,5;RS1-030
20;Turno 1;12;52;RS1-030
20;Turno 1;12,1;53,5;RS1-030
20;Turno 1;12;54;RS1-030
20;Turno 1;11,8;54,5;RS1-030
20;Turno 1;10,5;56;RS1-030
20;Turno 1;10,5;56,5;RS1-030
20;Turno 1;12,1;54;RS1-030
20;Turno 1;11,9;52;RS1-030
20;Turno 2;11,9;51,5;RS1-030
20;Turno 2;11,9;54,5;RS1-030
20;Turno 2;11,2;56,5;RS1-030
20;Turno 2;11,4;54,5;RS1-030
20;Turno 2;11,4;54;RS1-030
20;Turno 2;11,8;53,5;RS1-030
20;Turno 2;12,3;52;RS1-030
20;Turno 2;11,7;53;RS1-030
20;Turno 2;11,7;52,5;RS1-030
20;Turno 2;11,8;54;RS1-030
20;Turno 2;11,8;52,5;RS1-030
20;Turno 2;10,9;54,5;RS1-030
20;Turno 2;10,9;54,5;RS1-030
20;Turno 2;11,6;55,5;RS1-030
20;Turno 2;12,5;52,5;RS1-030
20;Turno 2;11,6;52;RS1-030
20;Turno 3;11,8;56;RS1-040
20;Turno 1;11,2;55,5;RS1-040
20;Turno 1;11,2;54,5;RS1-040
20;Turno 1;11,3;56;RS1-040
20;Turno 1;11,6;58,5;RS1-040
20;Turno 1;11,1;56,5;RS1-040
20;Turno 1;11,1;56;RS1-040
20;Turno 1;12;56;RS1-040
20;Turno 1;10,6;59,5;RS1-040
20;Turno 1;10,9;57,5;RS1-040
20;Turno 1;11,1;55,5;RS1-040
20;Turno 1;11,1;55;RS1-040
20;Turno 1;11,4;57;RS1-040
20;Turno 1;11,8;55,5;RS1-040
20;Turno 1;10,5;58,5;RS1-040
20;Turno 1;10,6;57,5;RS1-040
20;Turno 1;11,4;56,5;RS1-040
20;Turno 1;11;56;RS1-040
20;Turno 2;11,1;55,5;RS1-040
20;Turno 2;11,7;56,5;RS1-040
20;Turno 2;10,3;59;RS1-040
20;Turno 2;11,1;57;RS1-040
20;Turno 2;11;57;RS1-040
20;Turno 2;11;56;RS1-040
20;Turno 2;11,3;56;RS1-040
20;Turno 2;11,3;54,5;RS1-040
20;Turno 2;10,8;57;RS1-040
20;Turno 2;10,8;56;RS1-040
20;Turno 2;11,2;56;RS1-040
20;Turno 2;10,9;56;RS1-040
20;Turno 2;10,9;56;RS1-040
20;Turno 2;11,8;55,5;RS1-040
20;Turno 2;11,3;56;RS1-040
20;Turno 2;10,6;56;RS1-040
20;Turno 3;12,3;53;RS1-050
20;Turno 1;12,1;53;RS1-050
20;Turno 1;12,2;53,5;RS1-050
20;Turno 1;12,2;54,5;RS1-050
20;Turno 1;12,3;55;RS1-050
20;Turno 1;12,3;54,5;RS1-050
20;Turno 1;12;54,5;RS1-050
20;Turno 1;12,1;55,5;RS1-050
20;Turno 1;11,7;55,5;RS1-050
20;Turno 1;11,9;55,5;RS1-050
20;Turno 1;12,1;53,5;RS1-050
20;Turno 1;12,1;54;RS1-050
20;Turno 1;12,3;54,5;RS1-050
20;Turno 1;12,3;54,5;RS1-050
20;Turno 1;11,7;55,5;RS1-050
20;Turno 1;11,7;56;RS1-050
20;Turno 1;12,1;55;RS1-050
20;Turno 1;12,1;54;RS1-050
20;Turno 2;12,1;53;RS1-050
20;Turno 2;12,2;55,5;RS1-050
20;Turno 2;11,4;56;RS1-050
20;Turno 2;11,9;55;RS1-050
20;Turno 2;11,9;55;RS1-050
20;Turno 2;11,9;54,5;RS1-050
20;Turno 2;12;54;RS1-050
20;Turno 2;12,1;54,5;RS1-050
20;Turno 2;11,8;54,5;RS1-050
20;Turno 2;11,9;54,5;RS1-050
20;Turno 2;12;54;RS1-050
20;Turno 2;11,9;54;RS1-050
20;Turno 2;11,7;54,5;RS1-050
20;Turno 2;12;56;RS1-050
20;Turno 2;12,2;54;RS1-050
20;Turno 2;11,7;55;RS1-050
20;Turno 3;11,1;54,5;RS1-060
20;Turno 1;11,3;54;RS1-060
20;Turno 1;11,4;55;RS1-060
20;Turno 1;11,4;55;RS1-060
20;Turno 1;11,6;55;RS1-060
20;Turno 1;11,4;54,5;RS1-060
20;Turno 1;11,4;55,5;RS1-060
20;Turno 1;11,6;56,5;RS1-060
20;Turno 1;11,3;56,5;RS1-060
20;Turno 1;11,2;56;RS1-060
20;Turno 1;11,5;55;RS1-060
20;Turno 1;11,3;55;RS1-060
20;Turno 1;11,4;54,5;RS1-060
20;Turno 1;11,6;55,5;RS1-060
20;Turno 1;11,4;57,5;RS1-060
20;Turno 1;11;55,5;RS1-060
20;Turno 1;11,3;55,5;RS1-060
20;Turno 1;11,3;55;RS1-060
20;Turno 2;11,7;54,5;RS1-060
20;Turno 2;11,7;56,5;RS1-060
20;Turno 2;11,1;57;RS1-060
20;Turno 2;11,2;55,5;RS1-060
20;Turno 2;10,9;56,5;RS1-060
20;Turno 2;11;55,5;RS1-060
20;Turno 2;11,1;53,5;RS1-060
20;Turno 2;10,9;55;RS1-060
20;Turno 2;11,3;56;RS1-060
20;Turno 2;11,1;55,5;RS1-060
20;Turno 2;11,3;54;RS1-060
20;Turno 2;10,9;54,5;RS1-060
20;Turno 2;10,9;56;RS1-060
20;Turno 2;11,4;56;RS1-060
20;Turno 2;11,5;54,5;RS1-060
20;Turno 2;11;55;RS1-060
20;Turno 3;11,5;54;RS1-070
20;Turno 1;11,5;54;RS1-070
20;Turno 1;12;55;RS1-070
20;Turno 1;11,9;55;RS1-070
20;Turno 1;11,9;53,5;RS1-070
20;Turno 1;11,9;53;RS1-070
20;Turno 1;11,9;54;RS1-070
20;Turno 1;12;53;RS1-070
20;Turno 1;11,5;55;RS1-070
20;Turno 1;11,7;55,5;RS1-070
20;Turno 1;11,9;53,5;RS1-070
20;Turno 1;11,5;54;RS1-070
20;Turno 1;11,9;53,5;RS1-070
20;Turno 1;11,7;52,5;RS1-070
20;Turno 1;12,3;56;RS1-070
20;Turno 1;11,4;55;RS1-070
20;Turno 1;11,8;53,5;RS1-070
20;Turno 1;11,8;53;RS1-070
20;Turno 2;12;52,5;RS1-070
20;Turno 2;11,8;54,5;RS1-070
20;Turno 2;11;55;RS1-070
20;Turno 2;11,6;54;RS1-070
20;Turno 2;11,3;55,5;RS1-070
20;Turno 2;11,4;53;RS1-070
20;Turno 2;11,4;53;RS1-070
20;Turno 2;11,3;53,5;RS1-070
20;Turno 2;11,8;55,5;RS1-070
20;Turno 2;11,5;53;RS1-070
20;Turno 2;11,5;52,5;RS1-070
20;Turno 2;11,1;53,5;RS1-070
20;Turno 2;11,2;55;RS1-070
20;Turno 2;11,7;52,5;RS1-070
20;Turno 2;11,8;53,5;RS1-070
20;Turno 2;11;54,5;RS1-070
20;Turno 3;11,2;56,5;RS1-080
20;Turno 1;11,3;56,5;RS1-080
20;Turno 1;11,5;58;RS1-080
20;Turno 1;11,4;57,5;RS1-080
20;Turno 1;11,7;55,5;RS1-080
20;Turno 1;11,8;54,5;RS1-080
20;Turno 1;11,8;55,5;RS1-080
20;Turno 1;11,5;57,5;RS1-080
20;Turno 1;11,6;57;RS1-080
20;Turno 1;11,5;57,5;RS1-080
20;Turno 1;11,8;55,5;RS1-080
20;Turno 1;11,3;57;RS1-080
20;Turno 1;11,8;54,5;RS1-080
20;Turno 1;11;55,5;RS1-080
20;Turno 1;12,3;58;RS1-080
20;Turno 1;11,2;58,5;RS1-080
20;Turno 1;11,7;55,5;RS1-080
20;Turno 1;11,7;55;RS1-080
20;Turno 2;11,8;54,5;RS1-080
20;Turno 2;11,4;58,5;RS1-080
20;Turno 2;11,2;57,5;RS1-080
20;Turno 2;11,5;56;RS1-080
20;Turno 2;10,7;57,5;RS1-080
20;Turno 2;11;57,5;RS1-080
20;Turno 2;10,9;56,5;RS1-080
20;Turno 2;10,9;56,5;RS1-080
20;Turno 2;11;59;RS1-080
20;Turno 2;11;57,5;RS1-080
20;Turno 2;11;56,5;RS1-080
20;Turno 2;10,7;57;RS1-080
20;Turno 2;10,4;58,5;RS1-080
20;Turno 2;11,2;56,5;RS1-080
20;Turno 2;11,5;56,5;RS1-080
20;Turno 2;10,6;58,5;RS1-080
20;Turno 3;10,6;57;RS1-090
20;Turno 1;10,7;57;RS1-090
20;Turno 1;12;58;RS1-090
20;Turno 1;10,8;58;RS1-090
20;Turno 1;10,8;57;RS1-090
20;Turno 1;10,8;56,5;RS1-090
20;Turno 1;10,8;57;RS1-090
20;Turno 1;10,8;58;RS1-090
20;Turno 1;12;56,5;RS1-090
20;Turno 1;10,6;58;RS1-090
20;Turno 1;10,8;57;RS1-090
20;Turno 1;10,6;58,5;RS1-090
20;Turno 1;10,9;56;RS1-090
20;Turno 1;11,1;56,5;RS1-090
20;Turno 1;12,2;58;RS1-090
20;Turno 1;10,4;59;RS1-090
20;Turno 1;10,7;56,5;RS1-090
20;Turno 1;10,7;56,5;RS1-090
20;Turno 2;10,8;56,5;RS1-090
20;Turno 2;10,7;59;RS1-090
20;Turno 2;11,7;57;RS1-090
20;Turno 2;10,5;57,5;RS1-090
20;Turno 2;9,9;59;RS1-090
20;Turno 2;10,5;58;RS1-090
20;Turno 2;10,3;57;RS1-090
20;Turno 2;10,2;57;RS1-090
20;Turno 2;10,8;58,5;RS1-090
20;Turno 2;10,6;58;RS1-090
20;Turno 2;10,3;57;RS1-090
20;Turno 2;10,1;58;RS1-090
20;Turno 2;9,8;59;RS1-090
20;Turno 2;10,5;58;RS1-090
20;Turno 2;10,9;56;RS1-090
20;Turno 2;9,9;58,5;RS1-090
20;Turno 3;11,8;53;RS1-180
20;Turno 1;11,9;53,4;RS1-180
20;Turno 1;12;53,2;RS1-180
20;Turno 1;12;53,4;RS1-180
20;Turno 1;12;54,3;RS1-180
20;Turno 1;12;53,9;RS1-180
20;Turno 1;11,8;54,7;RS1-180
20;Turno 1;12;55;RS1-180
20;Turno 1;11,4;56,8;RS1-180
20;Turno 1;11,8;55,9;RS1-180
20;Turno 1;11,9;54,1;RS1-180
20;Turno 1;12;54,8;RS1-180
20;Turno 1;12;54,3;RS1-180
20;Turno 1;12,3;54,2;RS1-180
20;Turno 1;11,4;56,9;RS1-180
20;Turno 1;11,5;56,3;RS1-180
20;Turno 1;11,9;55;RS1-180
20;Turno 1;11,9;54,4;RS1-180
20;Turno 2;11,9;54,2;RS1-180
20;Turno 2;12,1;55,3;RS1-180
20;Turno 2;11,1;57,4;RS1-180
20;Turno 2;11,6;55,4;RS1-180
20;Turno 2;11,6;55,2;RS1-180
20;Turno 2;11,8;54,1;RS1-180
20;Turno 2;12;53,7;RS1-180
20;Turno 2;12;53,5;RS1-180
20;Turno 2;11,5;55,7;RS1-180
20;Turno 2;11,9;54,3;RS1-180
20;Turno 2;12;53,3;RS1-180
20;Turno 2;11,6;53,9;RS1-180
20;Turno 2;11,3;55,3;RS1-180
20;Turno 2;12;54,1;RS1-180
20;Turno 2;12,1;54,2;RS1-180
20;Turno 2;11,4;55;RS1-180
20;Turno 3;11,3;55,1;RS1-190
20;Turno 1;11,5;54,9;RS1-190
20;Turno 1;12,1;56,8;RS1-190
20;Turno 1;11,7;56,2;RS1-190
20;Turno 1;11,5;56;RS1-190
20;Turno 1;11,5;55,2;RS1-190
20;Turno 1;11,3;56;RS1-190
20;Turno 1;11,6;55,7;RS1-190
20;Turno 1;11,7;56,9;RS1-190
20;Turno 1;11;56,9;RS1-190
20;Turno 1;11,2;56;RS1-190
20;Turno 1;11,4;56,3;RS1-190
20;Turno 1;11,4;54,9;RS1-190
20;Turno 1;11,6;55,4;RS1-190
20;Turno 1;11,9;57,3;RS1-190
20;Turno 1;11,2;57,6;RS1-190
20;Turno 1;11,3;54,9;RS1-190
20;Turno 1;11,3;55,1;RS1-190
20;Turno 2;11,5;55,1;RS1-190
20;Turno 2;11,4;57,5;RS1-190
20;Turno 2;11,5;57,7;RS1-190
20;Turno 2;11;56,4;RS1-190
20;Turno 2;11;57,5;RS1-190
20;Turno 2;11,1;55,8;RS1-190
20;Turno 2;11,2;54,6;RS1-190
20;Turno 2;11,3;54,9;RS1-190
20;Turno 2;11,4;57,5;RS1-190
20;Turno 2;11,2;55,8;RS1-190
20;Turno 2;11,2;54,3;RS1-190
20;Turno 2;11,2;55,1;RS1-190
20;Turno 2;11;56,9;RS1-190
20;Turno 2;11,5;54,6;RS1-190
20;Turno 2;11,7;55,6;RS1-190
20;Turno 2;10,8;57;RS1-190
20;Turno 1;11,4;56;RS1-002
20;Turno 1;11,4;56;RS1-002
20;Turno 1;11,2;55;RS1-002
20;Turno 1;11,4;56;RS1-002
20;Turno 1;11,6;54,5;RS1-002
20;Turno 1;11,5;54,5;RS1-002
20;Turno 1;11,4;54,5;RS1-002
20;Turno 1;11,3;57;RS1-002
20;Turno 1;11,9;55,5;RS1-002
20;Turno 1;11,6;54,5;RS1-002
20;Turno 2;11,5;54;RS1-002
20;Turno 2;11,7;56,5;RS1-002
20;Turno 2;10,3;57;RS1-002
20;Turno 2;10,2;58;RS1-002
20;Turno 2;10,3;57;RS1-002
20;Turno 2;11,2;58;RS1-002
20;Turno 2;11,8;55,5;RS1-002
20;Turno 2;11,5;54;RS1-002
20;Turno 2;11,4;54;RS1-002
20;Turno 2;11,4;56,5;RS1-002
20;Turno 2;11,8;55;RS1-002
20;Turno 2;11,4;54;RS1-002
20;Turno 2;11,3;54,5;RS1-002
20;Turno 2;11,2;57;RS1-002
20;Turno 2;11,8;55;RS1-002
20;Turno 2;11,4;54;RS1-002
20;Turno 2;11,3;54;RS1-002
21;Turno 3;11,2;56,5;RS1-002
21;Turno 3;11,4;54;RS1-002
21;Turno 3;11,7;53,5;RS1-002
21;Turno 3;11,4;53;RS1-002
21;Turno 3;11,4;54,5;RS1-002
21;Turno 3;11,6;54;RS1-002
21;Turno 3;11,4;53,5;RS1-002
21;Turno 3;11,3;53,5;RS1-002
21;Turno 3;11,6;54;RS1-002
21;Turno 3;10,3;56;RS1-002
21;Turno 3;10,1;56,5;RS1-002
21;Turno 3;11,1;55;RS1-002
21;Turno 3;11,3;54,5;RS1-002
21;Turno 3;11,8;54;RS1-002
21;Turno 3;11,4;55;RS1-002
21;Turno 1;11,5;53,5;RS1-002
21;Turno 1;11,6;55,5;RS1-002
21;Turno 1;11;55;RS1-002
21;Turno 1;10,7;56;RS1-002
21;Turno 1;10,7;56;RS1-002
21;Turno 1;11,5;57,5;RS1-002
20;Turno 1;11,1;57,5;RS1-010
20;Turno 1;10,9;59;RS1-010
20;Turno 1;10,9;59;RS1-010
20;Turno 1;10,9;58;RS1-010
20;Turno 1;11,2;57;RS1-010
20;Turno 1;11;58;RS1-010
20;Turno 1;11;58,5;RS1-010
20;Turno 1;10,7;58,5;RS1-010
20;Turno 1;11,6;58,5;RS1-010
20;Turno 1;11,1;57,5;RS1-010
20;Turno 2;10,9;58;RS1-010
20;Turno 2;10,9;57,5;RS1-010
20;Turno 2;11,2;57,5;RS1-010
20;Turno 2;10,7;58,5;RS1-010
20;Turno 2;10,6;58,5;RS1-010
20;Turno 2;10,6;58;RS1-010
20;Turno 2;11,7;57;RS1-010
20;Turno 2;11,2;56,5;RS1-010
20;Turno 2;11;57;RS1-010
20;Turno 2;10,9;57;RS1-010
20;Turno 2;11,8;57;RS1-010
20;Turno 2;11,1;57;RS1-010
20;Turno 2;10,7;58;RS1-010
20;Turno 2;10,5;59;RS1-010
20;Turno 2;11,8;58;RS1-010
20;Turno 2;11,1;57;RS1-010
20;Turno 2;10,8;57,5;RS1-010
21;Turno 3;10,6;57,5;RS1-010
21;Turno 3;11,6;57;RS1-010
21;Turno 3;11,8;55;RS1-010
21;Turno 3;11,1;55,5;RS1-010
21;Turno 3;11,1;56,5;RS1-010
21;Turno 3;11,8;56;RS1-010
21;Turno 3;11,2;55;RS1-010
21;Turno 3;11;56;RS1-010
21;Turno 3;10,7;56,5;RS1-010
21;Turno 3;11,1;56;RS1-010
21;Turno 3;10,6;57,5;RS1-010
21;Turno 3;10,6;57,5;RS1-010
21;Turno 3;10,6;57,5;RS1-010
21;Turno 3;11,7;56,5;RS1-010
21;Turno 3;10,9;56,5;RS1-010
21;Turno 1;10,9;57,5;RS1-010
21;Turno 1;10,9;57,5;RS1-010
21;Turno 1;11,2;57;RS1-010
21;Turno 1;11;57,5;RS1-010
21;Turno 1;10,7;57,5;RS1-010
21;Turno 1;10,8;58;RS1-010
20;Turno 1;11,8;55;RS1-020
20;Turno 1;11,6;54,5;RS1-020
20;Turno 1;11,6;55;RS1-020
20;Turno 1;11,4;54;RS1-020
20;Turno 1;11,7;55;RS1-020
20;Turno 1;11,8;55;RS1-020
20;Turno 1;11,5;55,5;RS1-020
20;Turno 1;11,3;55,5;RS1-020
20;Turno 1;11,6;57,5;RS1-020
20;Turno 1;11,3;56,5;RS1-020
20;Turno 2;11,3;56;RS1-020
20;Turno 2;11,4;55;RS1-020
20;Turno 2;11,4;57,5;RS1-020
20;Turno 2;11;57,5;RS1-020
20;Turno 2;10,8;57;RS1-020
20;Turno 2;11,3;56;RS1-020
20;Turno 2;11,3;56,5;RS1-020
20;Turno 2;11,5;54,5;RS1-020
20;Turno 2;11,4;54,5;RS1-020
20;Turno 2;11,2;54,5;RS1-020
20;Turno 2;11,3;56,5;RS1-020
20;Turno 2;11;56;RS1-020
20;Turno 2;11;57;RS1-020
20;Turno 2;10,7;57,5;RS1-020
20;Turno 2;11,5;57;RS1-020
20;Turno 2;11,6;55,5;RS1-020
20;Turno 2;11,2;55;RS1-020
21;Turno 3;11,2;55;RS1-020
21;Turno 3;11,1;56;RS1-020
21;Turno 3;11,6;54,5;RS1-020
21;Turno 3;11,5;53,5;RS1-020
21;Turno 3;11,4;53,5;RS1-020
21;Turno 3;11,4;55;RS1-020
21;Turno 3;11,8;54;RS1-020
21;Turno 3;11,5;53,5;RS1-020
21;Turno 3;11,2;53,5;RS1-020
21;Turno 3;11,4;56;RS1-020
21;Turno 3;11,3;56;RS1-020
21;Turno 3;11,1;55,5;RS1-020
21;Turno 3;11,1;54;RS1-020
21;Turno 3;11,4;55;RS1-020
21;Turno 3;11,3;55;RS1-020
21;Turno 1;11,2;55;RS1-020
21;Turno 1;11,4;55;RS1-020
21;Turno 1;11,8;55,5;RS1-020
21;Turno 1;11,4;55,5;RS1-020
21;Turno 1;11,5;55;RS1-020
21;Turno 1;11,8;55;RS1-020
20;Turno 1;11,8;55;RS1-030
20;Turno 1;11,4;56,5;RS1-030
20;Turno 1;11,8;53,5;RS1-030
20;Turno 1;11,6;53;RS1-030
20;Turno 1;11,8;53;RS1-030
20;Turno 1;12,2;53;RS1-030
20;Turno 1;11,2;54,5;RS1-030
20;Turno 1;10,7;56;RS1-030
20;Turno 1;11,7;55,5;RS1-030
20;Turno 1;12;53;RS1-030
20;Turno 2;12;52;RS1-030
20;Turno 2;11,6;53;RS1-030
20;Turno 2;10,9;56;RS1-030
20;Turno 2;11,4;55;RS1-030
20;Turno 2;11,4;54;RS1-030
20;Turno 2;11,4;54;RS1-030
20;Turno 2;11,7;53;RS1-030
20;Turno 2;11,7;53;RS1-030
20;Turno 2;11,8;52;RS1-030
20;Turno 2;11,4;54;RS1-030
20;Turno 2;12;53;RS1-030
20;Turno 2;11,2;53,5;RS1-030
20;Turno 2;10,8;54,5;RS1-030
20;Turno 2;10,8;55;RS1-030
20;Turno 2;12;54;RS1-030
20;Turno 2;11,8;52;RS1-030
20;Turno 2;11,4;52;RS1-030
21;Turno 3;10,9;54;RS1-030
21;Turno 3;11,5;53,5;RS1-030
21;Turno 3;12,2;51;RS1-030
21;Turno 3;11,9;51,5;RS1-030
21;Turno 3;11,5;52,5;RS1-030
21;Turno 3;11,8;52,5;RS1-030
21;Turno 3;12,1;51;RS1-030
21;Turno 3;11,6;51,5;RS1-030
21;Turno 3;11,2;53,5;RS1-030
21;Turno 3;11;54;RS1-030
21;Turno 3;11;54;RS1-030
21;Turno 3;11,4;53,5;RS1-030
21;Turno 3;11,1;53,5;RS1-030
21;Turno 3;11,6;53;RS1-030
21;Turno 3;11,2;53;RS1-030
21;Turno 1;11,4;53,5;RS1-030
21;Turno 1;11,4;53,5;RS1-030
21;Turno 1;12;53,5;RS1-030
21;Turno 1;11,5;53,5;RS1-030
21;Turno 1;11,4;53,5;RS1-030
21;Turno 1;11,8;53,5;RS1-030
20;Turno 1;10,5;57;RS1-040
20;Turno 1;11,1;59;RS1-040
20;Turno 1;11;56,5;RS1-040
20;Turno 1;11,1;55;RS1-040
20;Turno 1;11,1;55;RS1-040
20;Turno 1;11,1;57;RS1-040
20;Turno 1;10,3;57;RS1-040
20;Turno 1;10,7;57,5;RS1-040
20;Turno 1;11,2;57,5;RS1-040
20;Turno 1;10,9;56,5;RS1-040
20;Turno 2;11;56;RS1-040
20;Turno 2;11,1;55,5;RS1-040
20;Turno 2;10,4;57,5;RS1-040
20;Turno 2;10,9;59,5;RS1-040
20;Turno 2;11,1;57;RS1-040
20;Turno 2;10,9;57,5;RS1-040
20;Turno 2;11;56;RS1-040
20;Turno 2;11;56;RS1-040
20;Turno 2;10,5;56;RS1-040
20;Turno 2;10,9;57;RS1-040
20;Turno 2;10,8;56;RS1-040
20;Turno 2;10,9;56,5;RS1-040
20;Turno 2;10,9;56;RS1-040
20;Turno 2;10,7;56,5;RS1-040
20;Turno 2;11,1;55;RS1-040
20;Turno 2;10,9;56,5;RS1-040
20;Turno 2;10,6;56,5;RS1-040
21;Turno 3;10,3;56,5;RS1-040
21;Turno 3;10,7;55,5;RS1-040
21;Turno 3;10,8;55;RS1-040
21;Turno 3;10,2;55,5;RS1-040
21;Turno 3;10,7;55;RS1-040
21;Turno 3;11;55;RS1-040
21;Turno 3;10,8;55;RS1-040
21;Turno 3;10,9;55;RS1-040
21;Turno 3;10,6;57;RS1-040
21;Turno 3;10,8;55;RS1-040
21;Turno 3;10,4;56,5;RS1-040
21;Turno 3;10,8;56;RS1-040
21;Turno 3;10,5;56,5;RS1-040
21;Turno 3;10,9;55;RS1-040
21;Turno 3;10,9;54,5;RS1-040
21;Turno 1;11,1;54;RS1-040
21;Turno 1;11;55;RS1-040
21;Turno 1;11,2;56;RS1-040
21;Turno 1;11,1;56;RS1-040
21;Turno 1;10,9;56,5;RS1-040
21;Turno 1;11,8;54,5;RS1-040
20;Turno 1;11,8;55,5;RS1-050
20;Turno 1;11,8;57,5;RS1-050
20;Turno 1;12;55;RS1-050
20;Turno 1;12,1;54;RS1-050
20;Turno 1;12,1;54;RS1-050
20;Turno 1;12,3;55;RS1-050
20;Turno 1;11,6;54,5;RS1-050
20;Turno 1;11,8;55,5;RS1-050
20;Turno 1;11,9;55,5;RS1-050
20;Turno 1;12,1;55,5;RS1-050
20;Turno 2;12,1;54;RS1-050
20;Turno 2;11,9;54,5;RS1-050
20;Turno 2;11,6;55,5;RS1-050
20;Turno 2;11,5;57,5;RS1-050
20;Turno 2;11,9;55;RS1-050
20;Turno 2;11,7;55;RS1-050
20;Turno 2;12;54;RS1-050
20;Turno 2;12;55;RS1-050
20;Turno 2;11,7;54;RS1-050
20;Turno 2;11,8;54,5;RS1-050
20;Turno 2;12;54;RS1-050
20;Turno 2;12;54,5;RS1-050
20;Turno 2;11,9;54;RS1-050
20;Turno 2;11,6;55,5;RS1-050
20;Turno 2;12,1;54,5;RS1-050
20;Turno 2;11,9;55;RS1-050
20;Turno 2;11,5;55;RS1-050
21;Turno 3;11,4;56,5;RS1-050
21;Turno 3;11,8;53,5;RS1-050
21;Turno 3;12;54;RS1-050
21;Turno 3;11,6;53;RS1-050
21;Turno 3;11,9;53,5;RS1-050
21;Turno 3;11,9;53;RS1-050
21;Turno 3;12;54,5;RS1-050
21;Turno 3;11,9;53;RS1-050
21;Turno 3;11,6;54;RS1-050
21;Turno 3;12;54;RS1-050
21;Turno 3;11,7;55,5;RS1-050
21;Turno 3;11,4;55;RS1-050
21;Turno 3;11,4;55;RS1-050
21;Turno 3;11,8;53;RS1-050
21;Turno 3;12,1;52,5;RS1-050
21;Turno 1;11,9;52,5;RS1-050
21;Turno 1;12;54;RS1-050
21;Turno 1;12;54;RS1-050
21;Turno 1;12;54;RS1-050
21;Turno 1;11,9;54;RS1-050
21;Turno 1;12,2;55;RS1-050
20;Turno 1;11,1;55,5;RS1-060
20;Turno 1;11,1;56,5;RS1-060
20;Turno 1;11,3;57,5;RS1-060
20;Turno 1;11,5;55,5;RS1-060
20;Turno 1;11,2;55;RS1-060
20;Turno 1;11,4;54,5;RS1-060
20;Turno 1;11,1;56,5;RS1-060
20;Turno 1;11,6;56,5;RS1-060
20;Turno 1;11,1;55,5;RS1-060
20;Turno 1;11,3;55,5;RS1-060
20;Turno 2;11,2;57;RS1-060
20;Turno 2;11,6;55;RS1-060
20;Turno 2;11,1;56,5;RS1-060
20;Turno 2;10,7;56,5;RS1-060
20;Turno 2;11;57;RS1-060
20;Turno 2;10,9;56,5;RS1-060
20;Turno 2;11,1;54,5;RS1-060
