Dia;Turno;Temperatura_C;Umidade_RH;Maquina
12;Turno 1;12,2;60,4;RS1-180
12;Turno 1;12,2;60,9;RS1-180
12;Turno 1;12,2;60,4;RS1-180
12;Turno 1;12,2;59,8;RS1-180
12;Turno 1;12,5;60,5;RS1-180
12;Turno 2;12,2;61,1;RS1-180
12;Turno 2;12,4;61,8;RS1-180
12;Turno 2;12,4;61,8;RS1-180
12;Turno 2;12,4;61;RS1-180
12;Turno 2;12,1;62,1;RS1-180
12;Turno 2;12,1;63;RS1-180
12;Turno 2;12,1;62,1;RS1-180
12;Turno 2;12,3;61,7;RS1-180
12;Turno 2;12,3;61,8;RS1-180
12;Turno 2;12,3;62,5;RS1-180
12;Turno 2;12,3;61,9;RS1-180
12;Turno 2;12,3;61,5;RS1-180
12;Turno 2;12,3;60,2;RS1-180
12;Turno 2;12,4;61,5;RS1-180
12;Turno 2;12;62,1;RS1-180
12;Turno 2;12,1;61,5;RS1-180
13;Turno 3;12,2;60,5;RS1-180
13;Turno 3;12,1;61,5;RS1-180
13;Turno 3;11,9;61,2;RS1-180
13;Turno 3;12,4;60,4;RS1-180
13;Turno 3;12;61;RS1-180
13;Turno 3;12;61,9;RS1-180
13;Turno 3;12;60,6;RS1-180
13;Turno 3;12;60,6;RS1-180
13;Turno 3;12;59,9;RS1-180
13;Turno 3;12,3;60;RS1-180
13;Turno 3;11,8;61,8;RS1-180
13;Turno 3;11,9;60,8;RS1-180
13;Turno 3;12,2;59,3;RS1-180
13;Turno 3;12,1;60,8;RS1-180
13;Turno 3;12;58,5;RS1-180
13;Turno 1;12,2;58,7;RS1-180
12;Turno 3;12,2;61,6;RS1-190
12;Turno 3;12,3;61;RS1-190
12;Turno 3;12,3;60,8;RS1-190
12;Turno 3;12,2;61;RS1-190
12;Turno 3;12,2;61,7;RS1-190
12;Turno 3;12,2;61;RS1-190
12;Turno 3;12,2;60,8;RS1-190
12;Turno 3;12,2;61,3;RS1-190
12;Turno 3;12,1;62,3;RS1-190
12;Turno 3;12,2;60,8;RS1-190
12;Turno 3;12,1;61,3;RS1-190
12;Turno 3;12,1;61,4;RS1-190
12;Turno 3;12,2;61,4;RS1-190
12;Turno 3;12,2;60,6;RS1-190
12;Turno 3;12,2;60,1;RS1-190
12;Turno 1;12,2;60,2;RS1-190
12;Turno 1;12,1;61,2;RS1-190
12;Turno 1;12,1;60,5;RS1-190
12;Turno 1;12,1;60,6;RS1-190
12;Turno 1;12,1;60,6;RS1-190
12;Turno 1;12,1;61,4;RS1-190
12;Turno 1;12,2;60,8;RS1-190
12;Turno 1;12,3;61,1;RS1-190
12;Turno 1;12,3;61,5;RS1-190
12;Turno 1;12;62,3;RS1-190
12;Turno 1;12,2;61,2;RS1-190
12;Turno 1;12,2;61,2;RS1-190
12;Turno 1;12,2;61,4;RS1-190
12;Turno 1;12,3;62,3;RS1-190
12;Turno 1;12,4;61,4;RS1-190
12;Turno 1;12,5;61,5;RS1-190
12;Turno 1;12,6;62,2;RS1-190
12;Turno 2;12,6;62,3;RS1-190
12;Turno 2;12,6;62,9;RS1-190
12;Turno 2;12,6;63;RS1-190
12;Turno 2;12,6;63,1;RS1-190
12;Turno 2;12,5;62,9;RS1-190
12;Turno 2;12,5;63,4;RS1-190
12;Turno 2;12,5;63,5;RS1-190
12;Turno 2;12,4;63,6;RS1-190
12;Turno 2;12,5;63,8;RS1-190
12;Turno 2;12,5;63,9;RS1-190
12;Turno 2;12,4;63,8;RS1-190
12;Turno 2;12,4;63,6;RS1-190
12;Turno 2;12,4;63,4;RS1-190
12;Turno 2;12,5;63,4;RS1-190
12;Turno 2;12,3;63,4;RS1-190
12;Turno 2;12,2;63,4;RS1-190
13;Turno 3;12,3;62,4;RS1-190
13;Turno 3;12,3;62,8;RS1-190
13;Turno 3;12,1;62,5;RS1-190
13;Turno 3;12,1;62,5;RS1-190
13;Turno 3;12,2;62,3;RS1-190
13;Turno 3;12,2;63;RS1-190
13;Turno 3;12,2;62,3;RS1-190
13;Turno 3;12,1;62,5;RS1-190
13;Turno 3;12,2;62,5;RS1-190
13;Turno 3;12,3;62,1;RS1-190
13;Turno 3;12,1;62,4;RS1-190
13;Turno 3;12;62,7;RS1-190
13;Turno 3;12,3;62,1;RS1-190
13;Turno 3;12,2;62,4;RS1-190
13;Turno 3;12,1;61,4;RS1-190
13;Turno 1;12,1;61,7;RS1-190
12;Turno 1;11,8;59,5;RS1-002
12;Turno 1;11,8;59,5;RS1-002
12;Turno 1;11,7;59,5;RS1-002
12;Turno 1;11,9;59,5;RS1-002
12;Turno 1;11,8;59,5;RS1-002
12;Turno 1;11,7;59,5;RS1-002
12;Turno 1;11,8;59,5;RS1-002
12;Turno 1;12,1;59,5;RS1-002
12;Turno 1;12;59,5;RS1-002
12;Turno 1;12,1;59;RS1-002
12;Turno 2;11,9;59;RS1-002
12;Turno 2;12,2;60;RS1-002
12;Turno 2;12;60,5;RS1-002
12;Turno 2;11,9;60,5;RS1-002
12;Turno 2;11,8;60,5;RS1-002
12;Turno 2;12;61;RS1-002
12;Turno 2;11,8;61;RS1-002
12;Turno 2;11,7;61;RS1-002
12;Turno 2;11,7;61;RS1-002
12;Turno 2;12;61,5;RS1-002
12;Turno 2;11,8;61,5;RS1-002
12;Turno 2;11,7;61;RS1-002
12;Turno 2;11,6;60,5;RS1-002
12;Turno 2;12;61;RS1-002
12;Turno 2;11,6;61;RS1-002
12;Turno 2;11,5;61;RS1-002
12;Turno 2;11,6;60;RS1-002
13;Turno 3;11,8;60,5;RS1-002
13;Turno 3;11,7;59,5;RS1-002
13;Turno 3;11,7;59,5;RS1-002
13;Turno 3;11,8;59;RS1-002
13;Turno 3;11,7;60,5;RS1-002
13;Turno 3;11,9;59,5;RS1-002
13;Turno 3;11,4;59,5;RS1-002
13;Turno 3;11,4;59;RS1-002
13;Turno 3;11,8;60;RS1-002
13;Turno 3;11,4;60;RS1-002
13;Turno 3;11,3;59,5;RS1-002
13;Turno 3;11,5;59;RS1-002
13;Turno 3;11,8;59;RS1-002
13;Turno 3;11,9;59,5;RS1-002
13;Turno 3;11,9;58,5;RS1-002
13;Turno 1;11,9;58,5;RS1-002
13;Turno 1;12,1;59,5;RS1-002
13;Turno 1;11,8;59,5;RS1-002
13;Turno 1;11,7;59,5;RS1-002
13;Turno 1;11,9;59;RS1-002
13;Turno 1;12,2;59,5;RS1-002
12;Turno 1;11;63;RS1-010
12;Turno 1;11;63,5;RS1-010
12;Turno 1;10,6;63;RS1-010
12;Turno 1;10,7;64;RS1-010
12;Turno 1;11;62;RS1-010
12;Turno 1;10,8;62,5;RS1-010
12;Turno 1;11;63;RS1-010
12;Turno 1;11,1;64,5;RS1-010
12;Turno 1;11,3;62,5;RS1-010
12;Turno 1;11,2;62,5;RS1-010
12;Turno 2;10,8;62,5;RS1-010
12;Turno 2;11;64;RS1-010
12;Turno 2;11,2;64;RS1-010
12;Turno 2;11,1;64,5;RS1-010
12;Turno 2;10,9;64;RS1-010
12;Turno 2;11;65;RS1-010
12;Turno 2;11,2;64,5;RS1-010
12;Turno 2;11;64,5;RS1-010
12;Turno 2;11;64,5;RS1-010
12;Turno 2;11,3;65,5;RS1-010
12;Turno 2;11,2;64,5;RS1-010
12;Turno 2;11;64,5;RS1-010
12;Turno 2;10,7;64;RS1-010
12;Turno 2;11;64;RS1-010
12;Turno 2;11,1;64;RS1-010
12;Turno 2;10,6;64;RS1-010
12;Turno 2;10,6;63,5;RS1-010
13;Turno 3;10,5;63;RS1-010
13;Turno 3;10,9;62,5;RS1-010
13;Turno 3;10,7;62,5;RS1-010
13;Turno 3;10,6;63;RS1-010
13;Turno 3;10,6;64,5;RS1-010
13;Turno 3;11,8;62,5;RS1-010
13;Turno 3;11;61,5;RS1-010
13;Turno 3;10,6;62,5;RS1-010
13;Turno 3;10,9;63,5;RS1-010
13;Turno 3;11;62,5;RS1-010
13;Turno 3;10,6;63;RS1-010
13;Turno 3;10,4;62,5;RS1-010
13;Turno 3;10,4;62;RS1-010
13;Turno 3;11,9;62;RS1-010
13;Turno 3;10,9;62;RS1-010
13;Turno 1;10,8;62,5;RS1-010
13;Turno 1;11;63,5;RS1-010
13;Turno 1;11,2;62,5;RS1-010
13;Turno 1;10,8;63;RS1-010
13;Turno 1;11;62,5;RS1-010
13;Turno 1;10,6;63,5;RS1-010
13;Turno 1;11,3;63,5;RS1-010
12;Turno 1;12,2;59;RS1-020
12;Turno 1;12,2;59;RS1-020
12;Turno 1;12;58,5;RS1-020
12;Turno 1;12;58;RS1-020
12;Turno 1;12,1;58,5;RS1-020
12;Turno 1;11,9;58;RS1-020
12;Turno 1;12,2;58,5;RS1-020
12;Turno 1;12,2;58;RS1-020
12;Turno 1;12,3;58,5;RS1-020
12;Turno 1;12,5;57,5;RS1-020
12;Turno 2;12,1;58;RS1-020
12;Turno 2;12,2;59,5;RS1-020
12;Turno 2;12,2;60;RS1-020
12;Turno 2;12,2;60;RS1-020
12;Turno 2;12,2;59,5;RS1-020
12;Turno 2;12,1;59;RS1-020
12;Turno 2;12,2;60;RS1-020
12;Turno 2;12,2;60;RS1-020
12;Turno 2;12,1;60;RS1-020
12;Turno 2;12,1;60;RS1-020
12;Turno 2;12,2;60,5;RS1-020
12;Turno 2;12,1;60;RS1-020
12;Turno 2;12,1;59,5;RS1-020
12;Turno 2;12,1;59,5;RS1-020
12;Turno 2;12,2;60,5;RS1-020
12;Turno 2;11,9;60;RS1-020
12;Turno 2;11,9;59;RS1-020
13;Turno 3;11,9;58,5;RS1-020
13;Turno 3;12;58,5;RS1-020
13;Turno 3;12;59;RS1-020
13;Turno 3;12;59;RS1-020
13;Turno 3;11,7;59,5;RS1-020
13;Turno 3;11,9;59,5;RS1-020
13;Turno 3;12;58,5;RS1-020
13;Turno 3;11,5;58;RS1-020
13;Turno 3;11,6;59,5;RS1-020
13;Turno 3;11,8;59,5;RS1-020
13;Turno 3;11,7;59;RS1-020
13;Turno 3;11,7;58;RS1-020
13;Turno 3;11,8;57,5;RS1-020
13;Turno 3;12;58,5;RS1-020
13;Turno 3;12,1;58;RS1-020
13;Turno 1;12,1;58;RS1-020
13;Turno 1;12,2;58,5;RS1-020
13;Turno 1;12,3;60;RS1-020
13;Turno 1;11,8;61;RS1-020
13;Turno 1;12;60,5;RS1-020
13;Turno 1;12;60,5;RS1-020
13;Turno 1;12,1;62;RS1-020
12;Turno 1;11,9;59;RS1-030
12;Turno 1;11,9;59;RS1-030
12;Turno 1;11,5;59;RS1-030
12;Turno 1;11,8;59;RS1-030
12;Turno 1;11,6;58,5;RS1-030
12;Turno 1;12,1;58,5;RS1-030
12;Turno 1;12,1;59,5;RS1-030
12;Turno 1;11,8;59,5;RS1-030
12;Turno 1;12,2;59,5;RS1-030
12;Turno 2;11,7;59;RS1-030
12;Turno 2;12,1;60,5;RS1-030
12;Turno 2;12;60,5;RS1-030
12;Turno 2;11,6;61;RS1-030
12;Turno 2;11,6;60,5;RS1-030
12;Turno 2;12;60,5;RS1-030
12;Turno 2;11,8;61;RS1-030
12;Turno 2;11,9;61;RS1-030
12;Turno 2;11,8;60;RS1-030
12;Turno 2;11,9;60,5;RS1-030
12;Turno 2;12;60;RS1-030
12;Turno 2;11,4;61;RS1-030
12;Turno 2;11,4;60;RS1-030
12;Turno 2;12;59,5;RS1-030
12;Turno 2;11,8;59;RS1-030
12;Turno 2;11,4;61,5;RS1-030
12;Turno 2;11,4;60;RS1-030
13;Turno 3;11,8;59,5;RS1-030
13;Turno 3;11,8;59;RS1-030
13;Turno 3;12;59,5;RS1-030
13;Turno 3;11,7;59,5;RS1-030
13;Turno 3;11,3;60,5;RS1-030
13;Turno 3;11,9;59,5;RS1-030
13;Turno 3;11,1;59,5;RS1-030
13;Turno 3;10,9;60,5;RS1-030
13;Turno 3;11,4;60;RS1-030
13;Turno 3;11;60;RS1-030
13;Turno 3;11,2;60,5;RS1-030
13;Turno 3;11,2;59,5;RS1-030
13;Turno 3;11,6;59;RS1-030
13;Turno 3;11,8;58,5;RS1-030
13;Turno 3;12;60;RS1-030
13;Turno 1;12,1;58,5;RS1-030
13;Turno 1;12,3;58,5;RS1-030
13;Turno 1;12,2;59;RS1-030
13;Turno 1;12;60;RS1-030
13;Turno 1;12,1;58,5;RS1-030
13;Turno 1;12,2;59,5;RS1-030
13;Turno 1;12,1;60;RS1-030
12;Turno 1;11;62,5;RS1-040
12;Turno 1;11,9;61;RS1-040
12;Turno 1;10,5;63;RS1-040
12;Turno 1;10,6;63,5;RS1-040
12;Turno 1;10,6;63,5;RS1-040
12;Turno 1;11,6;63,5;RS1-040
12;Turno 1;11,5;62;RS1-040
12;Turno 1;10,9;63;RS1-040
12;Turno 1;11,3;63;RS1-040
12;Turno 1;11,7;62;RS1-040
12;Turno 2;10,8;63,5;RS1-040
12;Turno 2;11,3;65;RS1-040
12;Turno 2;11,5;63;RS1-040
12;Turno 2;11,7;63;RS1-040
12;Turno 2;10,9;63,5;RS1-040
12;Turno 2;10,7;64,5;RS1-040
12;Turno 2;11,1;64,5;RS1-040
12;Turno 2;11,9;64,5;RS1-040
12;Turno 2;11,2;63,5;RS1-040
12;Turno 2;11,1;63,5;RS1-040
12;Turno 2;11,2;64,5;RS1-040
12;Turno 2;11,6;63;RS1-040
12;Turno 2;11,7;61,5;RS1-040
12;Turno 2;11,8;61,5;RS1-040
12;Turno 2;10,8;63,5;RS1-040
12;Turno 2;11,4;64,5;RS1-040
12;Turno 2;11,7;61;RS1-040
13;Turno 3;10,7;62,5;RS1-040
13;Turno 3;10,5;63,5;RS1-040
13;Turno 3;11,7;63;RS1-040
13;Turno 3;11,4;61;RS1-040
13;Turno 3;10,8;64,5;RS1-040
13;Turno 3;10,3;64;RS1-040
13;Turno 3;10,8;63,5;RS1-040
13;Turno 3;10,8;62;RS1-040
13;Turno 3;11,7;61,5;RS1-040
13;Turno 3;10,5;62,5;RS1-040
13;Turno 3;11,2;64;RS1-040
13;Turno 3;11,9;59,5;RS1-040
13;Turno 3;10,8;60,5;RS1-040
13;Turno 3;10,6;62,5;RS1-040
13;Turno 3;11,9;60,5;RS1-040
13;Turno 1;11,5;60,5;RS1-040
13;Turno 1;11,6;60,5;RS1-040
13;Turno 1;11,8;61;RS1-040
13;Turno 1;11,9;62,5;RS1-040
13;Turno 1;11,8;60;RS1-040
13;Turno 1;11,7;61;RS1-040
13;Turno 1;11,7;62;RS1-040
12;Turno 1;11,7;61;RS1-050
12;Turno 1;12,2;62;RS1-050
12;Turno 1;11,7;60,5;RS1-050
12;Turno 1;11,6;60,5;RS1-050
12;Turno 1;11,8;60,5;RS1-050
12;Turno 1;12,1;62,5;RS1-050
12;Turno 1;11,9;61;RS1-050
12;Turno 1;11,9;61;RS1-050
12;Turno 1;12,1;61,5;RS1-050
12;Turno 1;12,7;60,5;RS1-050
12;Turno 2;11,8;61;RS1-050
12;Turno 2;11,9;62;RS1-050
12;Turno 2;12;62,5;RS1-050
12;Turno 2;12,3;63,5;RS1-050
12;Turno 2;11,9;62;RS1-050
12;Turno 2;11,8;62,5;RS1-050
12;Turno 2;11,7;63,5;RS1-050
12;Turno 2;12,2;64;RS1-050
12;Turno 2;11,8;62,5;RS1-050
12;Turno 2;11,8;62,5;RS1-050
12;Turno 2;11,8;63,5;RS1-050
12;Turno 2;12,1;63,5;RS1-050
12;Turno 2;12,3;60,5;RS1-050
12;Turno 2;12,1;60,5;RS1-050
12;Turno 2;11,8;62,5;RS1-050
12;Turno 2;11,8;64;RS1-050
12;Turno 2;12,3;60,5;RS1-050
13;Turno 3;11,8;61;RS1-050
13;Turno 3;11,7;61,5;RS1-050
13;Turno 3;12;62;RS1-050
13;Turno 3;11,9;60;RS1-050
13;Turno 3;11,5;62;RS1-050
13;Turno 3;11,6;61,5;RS1-050
13;Turno 3;11,8;61;RS1-050
13;Turno 3;11,9;59;RS1-050
13;Turno 3;12,2;60,5;RS1-050
13;Turno 3;11,4;60,5;RS1-050
13;Turno 3;11,6;63;RS1-050
13;Turno 3;12,2;60;RS1-050
13;Turno 3;12;58,5;RS1-050
13;Turno 3;11,9;60;RS1-050
13;Turno 3;12,3;60;RS1-050
13;Turno 1;12,3;59,5;RS1-050
13;Turno 1;12,5;59,5;RS1-050
13;Turno 1;12,6;59,5;RS1-050
13;Turno 1;12,5;61;RS1-050
13;Turno 1;12,8;59;RS1-050
13;Turno 1;12,6;59,5;RS1-050
13;Turno 1;12,6;61;RS1-050
12;Turno 1;11,4;62;RS1-060
12;Turno 1;11;61,5;RS1-060
12;Turno 1;11,1;62,5;RS1-060
12;Turno 1;11,3;61,5;RS1-060
12;Turno 1;11,2;61,5;RS1-060
12;Turno 1;11,2;61,5;RS1-060
12;Turno 1;11,4;63;RS1-060
12;Turno 1;11,7;61,5;RS1-060
12;Turno 1;11,5;62;RS1-060
12;Turno 1;11,6;61,5;RS1-060
12;Turno 2;11,7;61;RS1-060
12;Turno 2;11,7;61,5;RS1-060
12;Turno 2;11,8;61,5;RS1-060
12;Turno 2;11,8;61,5;RS1-060
12;Turno 2;11,7;61,5;RS1-060
12;Turno 2;11,8;61,5;RS1-060
12;Turno 2;11,6;62;RS1-060
12;Turno 2;11,6;62;RS1-060
12;Turno 2;11,5;62,5;RS1-060
12;Turno 2;11,6;62,5;RS1-060
12;Turno 2;11,4;62,5;RS1-060
12;Turno 2;11,4;62,5;RS1-060
12;Turno 2;11,4;62;RS1-060
12;Turno 2;11,8;61,5;RS1-060
12;Turno 2;11,6;62;RS1-060
12;Turno 2;11,4;62;RS1-060
12;Turno 2;11,4;62;RS1-060
13;Turno 3;11,6;61;RS1-060
13;Turno 3;11,6;60,5;RS1-060
13;Turno 3;11,5;61;RS1-060
13;Turno 3;11,5;61,5;RS1-060
13;Turno 3;11,6;61;RS1-060
13;Turno 3;11,3;61,5;RS1-060
13;Turno 3;11,3;61;RS1-060
13;Turno 3;11,4;61;RS1-060
13;Turno 3;11,6;61;RS1-060
13;Turno 3;11,6;61;RS1-060
13;Turno 3;11,4;60,5;RS1-060
13;Turno 3;11,4;60,5;RS1-060
13;Turno 3;11,7;60;RS1-060
13;Turno 3;11,3;60,5;RS1-060
13;Turno 3;11,2;60,5;RS1-060
13;Turno 1;11,4;61;RS1-060
13;Turno 1;11,8;60,5;RS1-060
13;Turno 1;11,8;60,5;RS1-060
13;Turno 1;11,4;62,5;RS1-060
13;Turno 1;11,9;61;RS1-060
13;Turno 1;11,2;62;RS1-060
13;Turno 1;11,3;62,5;RS1-060
12;Turno 1;11,4;61;RS1-070
12;Turno 1;11,1;61,5;RS1-070
12;Turno 1;11;62,5;RS1-070
12;Turno 1;11,8;61,5;RS1-070
12;Turno 1;11,3;61;RS1-070
12;Turno 1;11,3;61;RS1-070
12;Turno 1;11,4;62,5;RS1-070
12;Turno 1;12,1;61;RS1-070
12;Turno 1;11,8;61;RS1-070
12;Turno 1;12,2;61;RS1-070
12;Turno 2;12,1;61;RS1-070
12;Turno 2;12,6;61;RS1-070
12;Turno 2;12,2;62;RS1-070
12;Turno 2;12,1;62;RS1-070
12;Turno 2;12;62;RS1-070
12;Turno 2;12,4;62;RS1-070
12;Turno 2;11,9;62,5;RS1-070
12;Turno 2;11,8;62,5;RS1-070
12;Turno 2;12,2;63;RS1-070
12;Turno 2;12,4;62,5;RS1-070
12;Turno 2;11,9;62,5;RS1-070
12;Turno 2;11,8;63;RS1-070
12;Turno 2;11,8;62,5;RS1-070
12;Turno 2;12,4;61,5;RS1-070
12;Turno 2;11,9;62,5;RS1-070
12;Turno 2;11,6;62,5;RS1-070
12;Turno 2;11,7;62,5;RS1-070
13;Turno 3;12,3;61,5;RS1-070
13;Turno 3;11,6;61,5;RS1-070
13;Turno 3;11,5;61,5;RS1-070
13;Turno 3;11,7;62;RS1-070
13;Turno 3;12,2;61;RS1-070
13;Turno 3;11,5;61,5;RS1-070
13;Turno 3;11,5;61,5;RS1-070
13;Turno 3;11,5;61,5;RS1-070
13;Turno 3;12,2;61;RS1-070
13;Turno 3;11,6;61,5;RS1-070
13;Turno 3;11,4;61,5;RS1-070
13;Turno 3;11,6;62;RS1-070
13;Turno 3;12,3;60,5;RS1-070
13;Turno 3;11,5;61;RS1-070
13;Turno 3;11,6;61;RS1-070
13;Turno 1;11,7;61;RS1-070
13;Turno 1;12,4;60,5;RS1-070
13;Turno 1;12,5;59,5;RS1-070
13;Turno 1;12;59,5;RS1-070
13;Turno 1;12,3;60;RS1-070
13;Turno 1;12;60;RS1-070
13;Turno 1;11,6;62;RS1-070
12;Turno 1;11,8;61,5;RS1-080
12;Turno 1;11,7;62;RS1-080
12;Turno 1;11,6;63;RS1-080
12;Turno 1;12,1;63;RS1-080
12;Turno 1;11,9;61,5;RS1-080
12;Turno 1;11,8;62,5;RS1-080
12;Turno 1;12;62,5;RS1-080
12;Turno 1;12,4;63;RS1-080
12;Turno 1;12,2;61,5;RS1-080
12;Turno 1;12,4;62,5;RS1-080
12;Turno 2;12,4;62,5;RS1-080
12;Turno 2;12,7;63,5;RS1-080
12;Turno 2;12,3;63,5;RS1-080
12;Turno 2;12,3;63,5;RS1-080
12;Turno 2;12,3;63,5;RS1-080
12;Turno 2;12,5;63,5;RS1-080
12;Turno 2;12;64;RS1-080
12;Turno 2;12;64;RS1-080
12;Turno 2;12,1;64;RS1-080
12;Turno 2;12,5;64,5;RS1-080
12;Turno 2;12;64,5;RS1-080
12;Turno 2;11,9;64,5;RS1-080
12;Turno 2;12,1;64;RS1-080
12;Turno 2;12,5;64;RS1-080
12;Turno 2;12;64;RS1-080
12;Turno 2;11,9;64;RS1-080
12;Turno 2;12;63,5;RS1-080
13;Turno 3;12,3;63,5;RS1-080
13;Turno 3;11,7;63,5;RS1-080
13;Turno 3;11,6;63,5;RS1-080
13;Turno 3;12;63;RS1-080
13;Turno 3;12,3;63,5;RS1-080
13;Turno 3;11,6;63,5;RS1-080
13;Turno 3;11,7;63;RS1-080
13;Turno 3;11,8;62,5;RS1-080
13;Turno 3;12,3;63;RS1-080
13;Turno 3;11,7;63;RS1-080
13;Turno 3;11,5;63;RS1-080
13;Turno 3;11,8;62,5;RS1-080
13;Turno 3;12,3;63;RS1-080
13;Turno 3;11,6;62,5;RS1-080
13;Turno 3;11,8;62,5;RS1-080
13;Turno 1;12,1;62,5;RS1-080
13;Turno 1;12,6;63;RS1-080
13;Turno 1;12,9;60;RS1-080
13;Turno 1;12;62;RS1-080
13;Turno 1;11,8;62,5;RS1-080
13;Turno 1;11,9;65;RS1-080
13;Turno 1;10,9;65,5;RS1-080
12;Turno 1;11,9;60,5;RS1-090
12;Turno 1;11,8;61;RS1-090
12;Turno 1;11,4;62,5;RS1-090
12;Turno 1;11,8;61,5;RS1-090
12;Turno 1;11,9;60,5;RS1-090
12;Turno 1;11,8;61,5;RS1-090
12;Turno 1;11,9;62;RS1-090
12;Turno 1;12,2;62,5;RS1-090
12;Turno 1;12,2;60,5;RS1-090
12;Turno 1;12,8;61;RS1-090
12;Turno 2;12,8;61;RS1-090
12;Turno 2;12,9;61;RS1-090
12;Turno 2;12,9;61;RS1-090
12;Turno 2;12,9;61,5;RS1-090
12;Turno 2;12,8;61,5;RS1-090
12;Turno 2;12,8;61,5;RS1-090
12;Turno 2;12,6;61,5;RS1-090
12;Turno 2;12,5;62;RS1-090
12;Turno 2;12,5;62;RS1-090
12;Turno 2;12,7;62,5;RS1-090
12;Turno 2;12,5;62,5;RS1-090
12;Turno 2;12,5;62,5;RS1-090
12;Turno 2;12,5;61,5;RS1-090
12;Turno 2;12,8;61,5;RS1-090
12;Turno 2;12,6;61,5;RS1-090
12;Turno 2;12,4;61,5;RS1-090
12;Turno 2;12,4;61,5;RS1-090
13;Turno 3;12,5;61;RS1-090
13;Turno 3;12,5;61;RS1-090
13;Turno 3;12,4;61;RS1-090
13;Turno 3;12,5;61;RS1-090
13;Turno 3;12,5;61;RS1-090
13;Turno 3;12,4;61;RS1-090
13;Turno 3;12,4;60,5;RS1-090
13;Turno 3;12,4;60,5;RS1-090
13;Turno 3;12,4;60,5;RS1-090
13;Turno 3;12,5;60,5;RS1-090
13;Turno 3;12,2;60,5;RS1-090
13;Turno 3;12,3;60,5;RS1-090
13;Turno 3;12,5;60,5;RS1-090
13;Turno 3;12,4;60,5;RS1-090
13;Turno 3;12,4;60;RS1-090
13;Turno 1;12,5;60;RS1-090
13;Turno 1;12,8;60;RS1-090
13;Turno 1;13,3;58;RS1-090
13;Turno 1;12,3;60;RS1-090
13;Turno 1;12,3;60,5;RS1-090
13;Turno 1;11,4;64;RS1-090
13;Turno 1;11,5;63;RS1-090
12;Turno 1;12,2;60,4;RS1-180
12;Turno 1;12,2;60,8;RS1-180
12;Turno 1;12;60,7;RS1-180
12;Turno 1;11,9;60,4;RS1-180
12;Turno 1;12;60;RS1-180
12;Turno 1;12;61,3;RS1-180
12;Turno 1;12,2;60,8;RS1-180
12;Turno 1;12,2;60,2;RS1-180
12;Turno 1;12,2;60,5;RS1-180
12;Turno 1;12,3;58,5;RS1-180
12;Turno 2;-0,3;61,1;RS1-180
12;Turno 2;12,2;61,7;RS1-180
12;Turno 2;12,4;61,5;RS1-180
12;Turno 2;12,4;62,4;RS1-180
12;Turno 2;12,4;61,5;RS1-180
12;Turno 2;12,1;62,1;RS1-180
12;Turno 2;12,1;62,2;RS1-180
12;Turno 2;12,2;63;RS1-180
12;Turno 2;12,3;61,7;RS1-180
12;Turno 2;12,3;61,9;RS1-180
12;Turno 2;12,3;62,1;RS1-180
12;Turno 2;12,3;62,4;RS1-180
12;Turno 2;12,3;60,6;RS1-180
12;Turno 2;12,4;60,6;RS1-180
12;Turno 2;12,4;61,7;RS1-180
12;Turno 2;12;63;RS1-180
12;Turno 2;12,2;60,6;RS1-180
13;Turno 3;12,2;61,1;RS1-180
13;Turno 3;11,9;61,3;RS1-180
13;Turno 3;12;61,9;RS1-180
13;Turno 3;12,4;60,2;RS1-180
13;Turno 3;12;61,5;RS1-180
13;Turno 3;12;61,3;RS1-180
13;Turno 3;12;61,7;RS1-180
13;Turno 3;12;59,9;RS1-180
13;Turno 3;12,2;59,8;RS1-180
13;Turno 3;12;60,6;RS1-180
13;Turno 3;11,7;62,4;RS1-180
13;Turno 3;12;59,7;RS1-180
13;Turno 3;12,2;60;RS1-180
13;Turno 3;12;59,6;RS1-180
13;Turno 3;12,2;59,1;RS1-180
13;Turno 1;12,2;58,5;RS1-180
13;Turno 1;12,3;58,3;RS1-180
13;Turno 1;12,5;58,9;RS1-180
12;Turno 1;12,3;61,1;RS1-190
12;Turno 1;12,3;61,2;RS1-190
12;Turno 1;12;62,4;RS1-190
12;Turno 1;12,2;61,8;RS1-190
12;Turno 1;12,2;61,2;RS1-190
12;Turno 1;12,2;61,7;RS1-190
12;Turno 1;12,2;62,1;RS1-190
12;Turno 1;12,4;62,3;RS1-190
12;Turno 1;12,4;61,5;RS1-190
12;Turno 1;12,6;61,5;RS1-190
12;Turno 2;12,6;62,4;RS1-190
12;Turno 2;12,6;62,9;RS1-190
12;Turno 2;12,6;63;RS1-190
12;Turno 2;12,6;63,2;RS1-190
12;Turno 2;12,5;63,2;RS1-190
12;Turno 2;12,5;63,6;RS1-190
12;Turno 2;12,5;63,5;RS1-190
12;Turno 2;12,4;63,7;RS1-190
12;Turno 2;12,4;63,9;RS1-190
12;Turno 2;12,5;64;RS1-190
12;Turno 2;12,5;63,8;RS1-190
12;Turno 2;12,4;63,7;RS1-190
12;Turno 2;12,4;62,9;RS1-190
12;Turno 2;12,6;63,4;RS1-190
12;Turno 2;12,4;63,5;RS1-190
12;Turno 2;12,2;63,5;RS1-190
12;Turno 2;12,2;62,7;RS1-190
13;Turno 3;12,3;63,2;RS1-190
